id,title,popularity,budget,revenue,genres_list,director,cast_size
9543,Prince of Persia: The Sands of Time,62.169881,150000000,335154643,"['Adventure', 'Fantasy', 'Action', 'Romance']",Mike Newell,13
68726,Pacific Rim,56.523205,180000000,407602906,"['Action', 'Science Fiction', 'Adventure']",Guillermo del Toro,43
38356,Transformers: Dark of the Moon,28.529607,195000000,1123746996,"['Action', 'Science Fiction', 'Adventure']",Michael Bay,39
217,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,185000000,786636033,"['Adventure', 'Action']",Steven Spielberg,38
105864,The Good Dinosaur,51.692953,175000000,331926147,"['Adventure', 'Animation', 'Family']",Peter Sohn,19
62177,Brave,125.114374,185000000,538983207,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",Brenda Chapman,15
188927,Star Trek Beyond,65.352913,185000000,343471816,"['Action', 'Adventure', 'Science Fiction']",Justin Lin,33
10681,WALL·E,66.390712,180000000,521311860,"['Animation', 'Family']",Andrew Stanton,29
5174,Rush Hour 3,22.57178,140000000,258022233,"['Action', 'Comedy', 'Crime', 'Thriller']",Brett Ratner,18
14161,2012,45.274225,200000000,769653595,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,52
17979,A Christmas Carol,39.744242,200000000,325233863,"['Animation', 'Drama']",Robert Zemeckis,18
76757,Jupiter Ascending,85.36908,176000003,183987723,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",Lilly Wachowski,66
258489,The Legend of Tarzan,42.741719,180000000,356743061,"['Action', 'Adventure']",David Yates,34
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,180000000,748806957,"['Adventure', 'Family', 'Fantasy']",Andrew Adamson,24
246655,X-Men: Apocalypse,139.272042,178000000,543934787,['Science Fiction'],Bryan Singer,95
155,The Dark Knight,187.322927,185000000,1004558444,"['Drama', 'Action', 'Crime', 'Thriller']",Christopher Nolan,134
14160,Up,92.201962,175000000,735099082,"['Animation', 'Comedy', 'Family', 'Adventure']",Pete Docter,16
15512,Monsters vs Aliens,36.167578,175000000,381509870,"['Animation', 'Family', 'Adventure', 'Science Fiction']",Conrad Vernon,28
1726,Iron Man,120.725053,140000000,585174222,"['Action', 'Science Fiction', 'Adventure']",Jon Favreau,87
44826,Hugo,32.319043,170000000,185770160,"['Adventure', 'Drama', 'Family']",Martin Scorsese,28
8487,Wild Wild West,40.748915,170000000,222104681,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",Barry Sonnenfeld,29
1735,The Mummy: Tomb of the Dragon Emperor,60.034162,145000000,401128639,"['Adventure', 'Action', 'Fantasy']",Rob Cohen,15
297761,Suicide Squad,90.23792,175000000,745000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",David Ayer,128
2698,Evan Almighty,27.082182,175000000,173000000,"['Fantasy', 'Comedy', 'Family']",Tom Shadyac,18
137113,Edge of Tomorrow,79.456485,178000000,370541256,"['Action', 'Science Fiction']",Doug Liman,40
9804,Waterworld,44.640292,175000000,264218220,"['Adventure', 'Action']",Kevin Reynolds,15
14869,G.I. Joe: The Rise of Cobra,32.852443,175000000,302469017,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Stephen Sommers,23
150540,Inside Out,128.655964,175000000,857611174,"['Drama', 'Comedy', 'Animation', 'Family']",Pete Docter,65
278927,The Jungle Book,94.199316,175000000,966550600,"['Family', 'Adventure', 'Drama', 'Fantasy']",Jon Favreau,30
10138,Iron Man 2,77.300194,200000000,623933331,"['Adventure', 'Action', 'Science Fiction']",Jon Favreau,115
58595,Snow White and the Huntsman,77.178973,170000000,396600000,"['Adventure', 'Fantasy', 'Drama']",Rupert Sanders,36
102651,Maleficent,110.620647,180000000,758539785,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",Robert Stromberg,82
119450,Dawn of the Planet of the Apes,243.791743,170000000,710644566,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Matt Reeves,33
64686,47 Ronin,41.796339,175000000,150962475,"['Drama', 'Action', 'Adventure', 'Fantasy']",Carl Rinsch,24
100402,Captain America: The Winter Soldier,72.225265,170000000,714766572,"['Action', 'Adventure', 'Science Fiction']",Anthony Russo,70
10192,Shrek Forever After,44.041186,165000000,752600867,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Mike Mitchell,35
158852,Tomorrowland,130.311355,190000000,209154322,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",Brad Bird,52
177572,Big Hero 6,203.73459,165000000,652105443,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Chris Williams,46
82690,Wreck-It Ralph,62.341073,165000000,471222889,"['Family', 'Animation', 'Comedy', 'Adventure']",Rich Moore,66
5255,The Polar Express,47.323228,165000000,305875730,"['Adventure', 'Animation', 'Family', 'Fantasy']",Robert Zemeckis,10
47933,Independence Day: Resurgence,48.775723,165000000,389681935,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,67
10191,How to Train Your Dragon,67.263269,165000000,494878759,"['Fantasy', 'Adventure', 'Animation', 'Family']",Chris Sanders,13
296,Terminator 3: Rise of the Machines,69.405188,200000000,435000000,"['Action', 'Thriller', 'Science Fiction']",Jonathan Mostow,14
118340,Guardians of the Galaxy,481.098624,170000000,773328629,"['Action', 'Science Fiction', 'Adventure']",James Gunn,80
157336,Interstellar,724.247784,165000000,675120017,"['Adventure', 'Drama', 'Science Fiction']",Christopher Nolan,36
27205,Inception,167.58371,160000000,825532764,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",Christopher Nolan,29
315011,Shin Godzilla,9.476999,15000000,77000000,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",Hideaki Anno,49
49051,The Hobbit: An Unexpected Journey,108.849621,250000000,1021103568,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,30
9799,The Fast and the Furious,6.909942,38000000,207283925,"['Action', 'Crime', 'Thriller']",Rob Cohen,30
4922,The Curious Case of Benjamin Button,60.269279,150000000,333932083,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",David Fincher,37
49538,X-Men: First Class,3.195174,160000000,353624124,"['Action', 'Science Fiction', 'Adventure']",Matthew Vaughn,41
131634,The Hunger Games: Mockingjay - Part 2,127.284427,160000000,653428261,"['Action', 'Adventure', 'Science Fiction']",Francis Lawrence,51
27022,The Sorcerer's Apprentice,35.580815,150000000,215283742,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",Jon Turteltaub,14
503,Poseidon,21.133748,160000000,181674817,"['Adventure', 'Action', 'Drama', 'Thriller']",Wolfgang Petersen,14
241259,Alice Through the Looking Glass,56.268916,170000000,299370084,['Fantasy'],James Bobin,98
810,Shrek the Third,42.986467,160000000,798958165,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",Chris Miller,41
68735,Warcraft,63.148529,160000000,433677183,"['Action', 'Adventure', 'Fantasy']",Duncan Jones,47
87101,Terminator Genisys,202.042635,155000000,440603537,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",Alan Taylor,32
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,155000000,415686217,"['Adventure', 'Family', 'Fantasy']",Michael Apted,19
676,Pearl Harbor,34.20669,140000000,449220945,"['History', 'Romance', 'War']",Michael Bay,101
1858,Transformers,25.468493,150000000,709709780,"['Adventure', 'Science Fiction', 'Action']",Michael Bay,38
1966,Alexander,39.019229,155000000,167298192,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",Oliver Stone,51
675,Harry Potter and the Order of the Phoenix,78.144395,150000000,938212738,"['Adventure', 'Fantasy', 'Family', 'Mystery']",David Yates,80
674,Harry Potter and the Goblet of Fire,101.250416,150000000,895921036,"['Adventure', 'Fantasy', 'Family']",Mike Newell,65
8960,Hancock,56.758411,150000000,624029371,"['Fantasy', 'Action']",Peter Berg,33
6479,I Am Legend,70.867401,150000000,585349010,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",Francis Lawrence,13
118,Charlie and the Chocolate Factory,53.905592,150000000,474968763,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Tim Burton,32
2062,Ratatouille,65.677399,150000000,623722818,"['Animation', 'Comedy', 'Family', 'Fantasy']",Jan Pinkava,23
272,Batman Begins,115.040024,150000000,374218673,"['Action', 'Crime', 'Drama']",Christopher Nolan,113
10527,Madagascar: Escape 2 Africa,44.141021,150000000,603900354,"['Family', 'Animation']",Eric Darnell,42
18360,Night at the Museum: Battle of the Smithsonian,81.781591,150000000,413106170,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",Shawn Levy,42
2080,X-Men Origins: Wolverine,5.954334,150000000,373062864,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Gavin Hood,63
605,The Matrix Revolutions,73.313918,150000000,424988211,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Lilly Wachowski,22
109445,Frozen,165.125366,150000000,1274219009,"['Animation', 'Adventure', 'Family']",Chris Buck,56
604,The Matrix Reloaded,70.78591,150000000,738599701,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Lilly Wachowski,74
76338,Thor: The Dark World,99.499595,170000000,644571402,"['Action', 'Adventure', 'Fantasy']",Alan Taylor,43
76341,Mad Max: Fury Road,434.278564,150000000,378858340,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",George Miller,60
13448,Angels & Demons,67.447636,150000000,356613439,"['Thriller', 'Mystery']",Ron Howard,47
10195,Thor,86.493424,150000000,449326618,"['Adventure', 'Fantasy', 'Action']",Kenneth Branagh,32
13053,Bolt,41.845878,150000000,309979994,"['Animation', 'Family', 'Adventure', 'Comedy']",Chris Williams,16
19585,G-Force,26.710398,150000000,292817841,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",Hoyt Yeatman,21
57165,Wrath of the Titans,44.927635,150000000,301000000,['Adventure'],Jonathan Liebesman,18
62213,Dark Shadows,50.306728,150000000,245527149,"['Comedy', 'Fantasy']",Tim Burton,25
177677,Mission: Impossible - Rogue Nation,114.522237,150000000,682330139,"['Action', 'Adventure', 'Thriller']",Christopher McQuarrie,75
5559,Bee Movie,29.332905,150000000,287594577,"['Family', 'Animation', 'Adventure', 'Comedy']",Steve Hickner,25
49444,Kung Fu Panda 2,51.247321,150000000,665692281,"['Animation', 'Family']",Jennifer Yuh Nelson,32
10196,The Last Airbender,33.769336,150000000,318502923,"['Action', 'Adventure', 'Family', 'Fantasy']",M. Night Shyamalan,21
956,Mission: Impossible III,63.079003,150000000,397850012,"['Adventure', 'Action', 'Thriller']",J.J. Abrams,13
117251,White House Down,39.004588,150000000,205366737,"['Action', 'Drama', 'Thriller']",Roland Emmerich,21
50321,Mars Needs Moms,12.362599,150000000,38992758,"['Adventure', 'Animation', 'Family']",Simon Wells,12
11619,Flushed Away,22.550135,149000000,64459316,"['Adventure', 'Animation', 'Comedy', 'Family']",David Bowers,15
266647,Pan,48.03528,150000000,128388320,"['Adventure', 'Family', 'Fantasy']",Joe Wright,19
82703,Mr. Peabody & Sherman,38.73494,145000000,272912430,"['Animation', 'Adventure', 'Family']",Rob Minkoff,51
652,Troy,66.803149,175000000,497409852,"['Adventure', 'Drama', 'War']",Wolfgang Petersen,20
80321,Madagascar 3: Europe's Most Wanted,44.989192,145000000,746921274,"['Animation', 'Family']",Conrad Vernon,12
36669,Die Another Day,54.159392,140000000,431971116,"['Adventure', 'Action', 'Thriller']",Lee Tamahori,21
43074,Ghostbusters,66.21806,144000000,229147509,"['Action', 'Fantasy', 'Comedy']",Paul Feig,75
95,Armageddon,58.485967,140000000,553799566,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",Michael Bay,67
608,Men in Black II,91.332849,140000000,441818803,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Barry Sonnenfeld,23
2310,Beowulf,35.601665,70000000,195735876,"['Adventure', 'Action', 'Animation']",Robert Zemeckis,30
140300,Kung Fu Panda 3,56.747978,145000000,521170825,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Jennifer Yuh Nelson,34
56292,Mission: Impossible - Ghost Protocol,77.77477,145000000,694713380,"['Action', 'Thriller', 'Adventure']",Brad Bird,16
81188,Rise of the Guardians,61.788035,145000000,306941670,"['Fantasy', 'Animation', 'Family']",Peter Ramsey,16
7552,Fun with Dick and Jane,25.159168,100000000,202026112,['Comedy'],Dean Parisot,15
616,The Last Samurai,52.341226,140000000,456758981,"['Drama', 'Action', 'War', 'History']",Edward Zwick,47
147441,Exodus: Gods and Kings,101.599427,140000000,268031828,"['Adventure', 'Drama', 'Action']",Ridley Scott,24
13475,Star Trek,73.616808,150000000,385680446,"['Science Fiction', 'Action', 'Adventure']",J.J. Abrams,168
557,Spider-Man,82.502566,139000000,821708551,"['Fantasy', 'Action']",Sam Raimi,71
82702,How to Train Your Dragon 2,100.21391,145000000,609123048,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Dean DeBlois,17
205584,Gods of Egypt,56.257249,140000000,150680864,['Fantasy'],Alex Proyas,41
10048,Stealth,17.88953,135000000,76932943,['Action'],Rob Cohen,23
13183,Watchmen,64.798873,130000000,185258983,"['Action', 'Mystery', 'Science Fiction']",Zack Snyder,35
944,Lethal Weapon 4,24.855701,140000000,285444603,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Richard Donner,21
1927,Hulk,34.981698,137000000,245360480,"['Drama', 'Action', 'Science Fiction']",Ang Lee,16
72559,G.I. Joe: Retaliation,59.325589,130000000,371876278,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Jon M. Chu,20
7364,Sahara,21.605568,130000000,119269486,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",Breck Eisner,16
2114,Final Fantasy: The Spirits Within,26.074908,137000000,85131830,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",Hironobu Sakaguchi,9
1771,Captain America: The First Avenger,74.506246,140000000,370569774,"['Action', 'Adventure', 'Science Fiction']",Joe Johnston,56
36643,The World Is Not Enough,39.604363,135000000,361832400,"['Adventure', 'Action', 'Thriller']",Michael Apted,20
8619,Master and Commander: The Far Side of the World,36.973031,150000000,212011111,['Adventure'],Peter Weir,26
50620,The Twilight Saga: Breaking Dawn - Part 2,99.687084,120000000,829000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Bill Condon,56
65759,Happy Feet Two,17.7735,130000000,150406466,"['Animation', 'Comedy', 'Family']",George Miller,26
1724,The Incredible Hulk,62.898336,150000000,163712074,"['Science Fiction', 'Action', 'Adventure']",Louis Leterrier,68
267935,The BFG,44.19092,140000000,183345589,"['Adventure', 'Family', 'Fantasy']",Steven Spielberg,23
281957,The Revenant,100.635882,135000000,532950503,"['Western', 'Drama', 'Adventure', 'Thriller']",Alejandro González Iñárritu,19
77950,Turbo,44.765377,135000000,282570682,"['Animation', 'Family']",David Soren,12
44896,Rango,29.91353,135000000,245724603,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",Gore Verbinski,17
270946,Penguins of Madagascar,84.366984,132000000,373552094,"['Family', 'Animation', 'Adventure', 'Comedy']",Eric Darnell,16
2503,The Bourne Ultimatum,45.381501,70000000,442824138,"['Action', 'Drama', 'Mystery', 'Thriller']",Paul Greengrass,46
9502,Kung Fu Panda,84.689648,130000000,631744560,"['Adventure', 'Animation', 'Family', 'Comedy']",Mark Osborne,26
102899,Ant-Man,120.09361,130000000,519311965,"['Science Fiction', 'Action', 'Adventure']",Peyton Reed,65
101299,The Hunger Games: Catching Fire,76.310119,130000000,847423452,"['Adventure', 'Action', 'Science Fiction']",Francis Lawrence,52
228161,Home,63.473086,135000000,368871007,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",Tim Johnson,11
74,War of the Worlds,48.572726,132000000,591739379,"['Adventure', 'Thriller', 'Science Fiction']",Steven Spielberg,29
8961,Bad Boys II,38.068736,130000000,273339556,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Michael Bay,21
417859,Puss in Boots,20.678787,130000000,554987477,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Chris Miller,25
27576,Salt,48.829437,110000000,293329073,"['Action', 'Mystery', 'Thriller']",Phillip Noyce,42
86834,Noah,46.115758,125000000,362637473,"['Drama', 'Adventure']",Darren Aronofsky,18
17578,The Adventures of Tintin,89.938296,130000000,371940071,"['Adventure', 'Animation', 'Mystery']",Steven Spielberg,16
673,Harry Potter and the Prisoner of Azkaban,79.679601,130000000,789804554,"['Adventure', 'Fantasy', 'Family']",Alfonso Cuarón,51
6972,Australia,28.840997,130000000,49554002,['Drama'],Baz Luhrmann,45
82700,After Earth,42.840582,130000000,243843127,"['Science Fiction', 'Action', 'Adventure']",M. Night Shyamalan,19
10567,Dinosaur,26.548594,127500000,354248063,"['Animation', 'Family']",Ralph Zondag,10
181533,Night at the Museum: Secret of the Tomb,115.597753,127000000,349424282,"['Adventure', 'Comedy', 'Fantasy', 'Family']",Shawn Levy,26
38055,Megamind,68.757242,130000000,321887208,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",Tom McGrath,23
671,Harry Potter and the Philosopher's Stone,109.984351,125000000,976475550,"['Adventure', 'Fantasy', 'Family']",Chris Columbus,58
49524,R.I.P.D.,39.448066,130000000,61648500,"['Fantasy', 'Action', 'Comedy', 'Crime']",Robert Schwentke,35
22,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,140000000,655011224,"['Adventure', 'Fantasy', 'Action']",Gore Verbinski,70
131631,The Hunger Games: Mockingjay - Part 1,206.227151,125000000,752100229,"['Science Fiction', 'Adventure', 'Thriller']",Francis Lawrence,54
591,The Da Vinci Code,45.313197,125000000,767820459,"['Thriller', 'Mystery']",Ron Howard,18
172385,Rio 2,42.40024,103000000,500188435,"['Animation', 'Adventure', 'Comedy', 'Family']",Carlos Saldanha,21
36658,X2,2.871739,110000000,407711549,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Bryan Singer,31
51497,Fast Five,7.255718,125000000,626137675,"['Action', 'Thriller', 'Crime']",Justin Lin,36
58574,Sherlock Holmes: A Game of Shadows,81.499621,125000000,334615000,"['Adventure', 'Action', 'Crime', 'Mystery']",Guy Ritchie,25
18823,Clash of the Titans,47.686442,125000000,232713139,"['Adventure', 'Fantasy', 'Action']",Louis Leterrier,35
861,Total Recall,43.129703,65000000,261317921,"['Action', 'Adventure', 'Science Fiction']",Paul Verhoeven,21
1911,The 13th Warrior,27.220157,160000000,61698899,"['Adventure', 'Fantasy', 'Action']",John McTiernan,19
49040,The Bourne Legacy,90.33681,130000000,276572938,"['Action', 'Thriller']",Tony Gilroy,31
415,Batman & Robin,50.073575,125000000,238207122,"['Action', 'Crime', 'Fantasy']",Joel Schumacher,14
8871,How the Grinch Stole Christmas,45.419668,123000000,345141403,"['Family', 'Comedy', 'Fantasy']",Ron Howard,17
435,The Day After Tomorrow,41.380094,125000000,544272402,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Roland Emmerich,27
955,Mission: Impossible II,54.931334,125000000,546388105,"['Adventure', 'Action', 'Thriller']",John Woo,17
2133,The Perfect Storm,25.752118,120000000,325756637,['Drama'],Wolfgang Petersen,28
1979,Fantastic 4: Rise of the Silver Surfer,60.810723,130000000,289047763,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Tim Story,18
87827,Life of Pi,51.328145,120000000,609016565,"['Adventure', 'Drama', 'Action']",Ang Lee,21
1250,Ghost Rider,46.834704,110000000,228738393,"['Thriller', 'Action', 'Fantasy', 'Horror']",Mark Steven Johnson,19
324668,Jason Bourne,62.641286,120000000,415484914,"['Action', 'Thriller']",Paul Greengrass,208
9471,Charlie's Angels: Full Throttle,33.616115,120000000,259175788,"['Action', 'Adventure', 'Comedy']",McG,24
70981,Prometheus,68.889395,130000000,403170142,"['Science Fiction', 'Adventure', 'Mystery']",Ridley Scott,26
10996,Stuart Little 2,27.990284,120000000,169956806,"['Family', 'Adventure', 'Animation', 'Comedy']",Rob Minkoff,14
68724,Elysium,67.33767,115000000,286140700,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Neill Blomkamp,24
2789,The Chronicles of Riddick,27.835436,105000000,115772733,"['Action', 'Science Fiction']",David Twohy,19
97020,RoboCop,66.757869,120000000,242688965,"['Action', 'Science Fiction']",José Padilha,16
7459,Speed Racer,17.060695,120000000,93945766,"['Action', 'Family', 'Science Fiction']",Lilly Wachowski,26
42888,How Do You Know,11.137655,120000000,48668907,"['Comedy', 'Drama', 'Romance']",James L. Brooks,16
37834,Knight and Day,44.906918,117000000,261930431,"['Action', 'Comedy']",James Mangold,19
75612,Oblivion,67.698004,120000000,286168572,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",Joseph Kosinski,15
1895,Star Wars: Episode III - Revenge of the Sith,44.108427,113000000,850000000,"['Science Fiction', 'Adventure', 'Action']",George Lucas,60
1894,Star Wars: Episode II - Attack of the Clones,43.987061,120000000,649398328,"['Adventure', 'Action', 'Science Fiction']",George Lucas,42
585,"Monsters, Inc.",106.815545,115000000,562816256,"['Animation', 'Comedy', 'Family']",Pete Docter,53
76170,The Wolverine,15.953444,120000000,415440673,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",James Mangold,22
1893,Star Wars: Episode I - The Phantom Menace,54.035265,115000000,924317558,"['Adventure', 'Action', 'Science Fiction']",George Lucas,58
49519,The Croods,64.183321,135000000,585178928,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Chris Sanders,8
2395,Asterix at the Olympic Games,20.344364,97250400,132900000,"['Fantasy', 'Adventure', 'Comedy', 'Family']",Thomas Langmann,26
12100,Windtalkers,18.714197,115000000,77628265,"['Drama', 'Action', 'History', 'War']",John Woo,10
290595,The Huntsman: Winter's War,60.467984,115000000,164602163,"['Action', 'Adventure', 'Drama']",Cedric Nicolas-Troyan,42
